F,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Receiving,Receiving.1,Receiving.2,Receiving.3,Rushing,Rushing.1,Rushing.2,Rushing.3,Scrimmage,Scrimmage.1,Scrimmage.2,Scrimmage.3
2089,4,Career,UCLA,,,,,2,16,8.0,1,479,1747,3.6,30,481,1763,3.7,31
2090,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2091,1,2011,Hawaii,WAC,FR,RB,13,20,122,6.1,1,110,548,5.0,7,130,670,5.2,8
2092,2,2012,Hawaii,MWC,SO,RB,8,19,153,8.1,1,125,463,3.7,1,144,616,4.3,2
2093,3,2013,Hawaii,MWC,JR,RB,5,10,87,8.7,1,126,590,4.7,5,136,677,5.0,6
2094,4,2014,Hawaii,MWC,SR,RB,6,11,76,6.9,0,151,617,4.1,8,162,693,4.3,8
2095,5,Career,Hawaii,,,,,60,438,7.3,3,512,2218,4.3,21,572,2656,4.6,24
2096,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2097,1,2012,Penn State,Big Ten,FR,TE,10,15,276,18.4,5,,,,,15,276,18.4,5
2098,2,2013,Penn State,Big Ten,SO,TE,10,25,333,13.3,3,0,0,,0,25,333,13.3,3
2099,3,*2014,Penn State,Big Ten,JR,TE,13,38,396,10.4,3,0,0,,0,38,396,10.4,3
2100,4,Career,Penn State,,,,,78,1005,12.9,11,0,0,,0,78,1005,12.9,11
2101,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2102,1,2012,Miami (FL),ACC,FR,RB,12,27,221,8.2,1,139,947,6.8,10,166,1168,7.0,11
2103,2,*2013,Miami (FL),ACC,SO,RB,8,4,77,19.3,0,145,920,6.3,6,149,997,6.7,6
2104,3,*2014,Miami (FL),ACC,JR,RB,13,38,421,11.1,3,242,1652,6.8,10,280,2073,7.4,13
2105,4,Career,Miami (FL),,,,,69,719,10.4,4,526,3519,6.7,26,595,4238,7.1,30
2106,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2107,1,*2012,Florida,SEC,FR,RB,12,3,10,3.3,0,52,275,5.3,3,55,285,5.2,3
2108,2,2013,Florida,SEC,SO,RB,5,5,25,5.0,0,79,339,4.3,2,84,364,4.3,2
2109,3,*2014,Florida,SEC,JR,RB,11,11,65,5.9,1,166,817,4.9,6,177,882,5.0,7
2110,4,Career,Florida,,,,,19,100,5.3,1,297,1431,4.8,11,316,1531,4.8,12
2111,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2112,1,*2011,Notre Dame,Ind,FR,TE,12,1,5,5.0,0,,,,,1,5,5.0,0
2113,2,*2012,Notre Dame,Ind,SO,TE,12,3,39,13.0,0,,,,,3,39,13.0,0
2114,3,*2013,Notre Dame,Ind,SO,TE,5,10,171,17.1,3,0,0,,0,10,171,17.1,3
2115,4,2014,Notre Dame,Ind,SR,TE,13,30,317,10.6,2,0,0,,0,30,317,10.6,2
2116,5,Career,Notre Dame,,,,,44,532,12.1,5,0,0,,0,44,532,12.1,5
2117,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2118,1,*2012,Rutgers,Big East,FR,TE,11,3,59,19.7,1,,,,,3,59,19.7,1
2119,2,*2013,Rutgers,American,SO,TE,13,43,573,13.3,4,0,0,,0,43,573,13.3,4
2120,3,*2014,Rutgers,Big Ten,JR,TE,10,24,269,11.2,0,0,0,,0,24,269,11.2,0
2121,4,Career,Rutgers,,,,,70,901,12.9,5,0,0,,0,70,901,12.9,5
2122,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2123,1,*2011,Michigan State,Big Ten,FR,DB,13,0,0,,0,0,0,,0,0,0,,0
2124,2,*2012,Michigan State,Big Ten,SO,RB,9,,,,,9,23,2.6,0,9,23,2.6,0
2125,3,*2013,Michigan State,Big Ten,JR,RB,14,28,157,5.6,1,292,1422,4.9,18,320,1579,4.9,19
2126,4,*2014,Michigan State,Big Ten,SR,RB,13,11,62,5.6,0,276,1522,5.5,22,287,1584,5.5,22
2127,5,Career,Michigan State,,,,,39,219,5.6,1,577,2967,5.1,40,616,3186,5.2,41
2128,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2129,1,*2011,Michigan State,Big Ten,FR,DB,14,4,44,11.0,0,1,-3,-3.0,0,5,41,8.2,0
2130,2,*2012,Michigan State,Big Ten,SO,WR,13,36,392,10.9,2,2,0,0.0,0,38,392,10.3,2
2131,3,*2013,Michigan State,Big Ten,JR,WR,12,44,613,13.9,2,1,3,3.0,0,45,616,13.7,2
2132,4,*2014,Michigan State,Big Ten,SR,WR,13,65,1198,18.4,11,2,51,25.5,1,67,1249,18.6,12
2133,5,Career,Michigan State,,,,,149,2247,15.1,15,6,51,8.5,1,155,2298,14.8,16
2134,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2135,1,*2011,Kansas State,Big 12,FR,WR,9,18,246,13.7,3,10,110,11.0,0,28,356,12.7,3
2136,2,*2012,Kansas State,Big 12,SO,WR,13,44,687,15.6,4,7,55,7.9,0,51,742,14.5,4
2137,3,*2013,Kansas State,Big 12,JR,WR,12,81,1262,15.6,11,2,10,5.0,0,83,1272,15.3,11
2138,4,*2014,Kansas State,Big 12,SR,WR,13,106,1515,14.3,11,3,17,5.7,0,109,1532,14.1,11
2139,5,Career,Kansas State,,,,,249,3710,14.9,29,22,192,8.7,0,271,3902,14.4,29
2140,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2141,1,2011,Oregon State,Pac-12,FR,QB,12,,,,,32,-190,-5.9,1,32,-190,-5.9,1
2142,2,*2012,Oregon State,Pac-12,SO,QB,10,,,,,18,-85,-4.7,0,18,-85,-4.7,0
2143,3,*2013,Oregon State,Pac-12,JR,QB,13,1,6,6.0,0,34,-223,-6.6,0,35,-217,-6.2,0
2144,4,2014,Oregon State,Pac-12,SR,QB,12,0,0,,0,48,-306,-6.4,1,48,-306,-6.4,1
2145,5,Career,Oregon State,,,,,1,6,6.0,0,132,-804,-6.1,2,133,-798,-6.0,2
2146,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2147,1,*2012,Oregon,Pac-12,FR,QB,13,1,2,2.0,1,106,752,7.1,5,107,754,7.0,6
2148,2,*2013,Oregon,Pac-12,SO,QB,13,0,0,,0,96,715,7.4,9,96,715,7.4,9
2149,3,*2014,Oregon,Pac-12,JR,QB,15,1,26,26.0,1,135,770,5.7,15,136,796,5.9,16
2150,4,Career,Oregon,,,,,2,28,14.0,2,337,2237,6.6,29,339,2265,6.7,31
2151,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2152,1,*2013,Washington State,Pac-12,SR,WR,11,42,539,12.8,7,0,0,,0,42,539,12.8,7
2153,2,2014,Washington State,Pac-12,SR,WR,12,106,1483,14.0,9,0,0,,0,106,1483,14.0,9
2154,3,Career,Washington State,,,,,148,2022,13.7,16,0,0,,0,148,2022,13.7,16
2155,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2156,1,*2011,Stanford,Pac-12,FR,WR,13,24,350,14.6,2,2,42,21.0,1,26,392,15.1,3
2157,2,*2012,Stanford,Pac-12,SO,WR,11,26,213,8.2,0,1,-11,-11.0,0,27,202,7.5,0
2158,3,*2013,Stanford,Pac-12,SO,WR,14,61,958,15.7,10,13,159,12.2,2,74,1117,15.1,12
2159,4,*2014,Stanford,Pac-12,SR,WR,11,61,604,9.9,3,23,144,6.3,1,84,748,8.9,4
2160,5,Career,Stanford,,,,,172,2125,12.4,15,39,334,8.6,4,211,2459,11.7,19
2161,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2162,1,*2011,Michigan State,Big Ten,FR,WR,14,2,39,19.5,0,,,,,2,39,19.5,0
2163,2,*2012,Michigan State,Big Ten,SO,WR,13,42,515,12.3,1,6,38,6.3,0,48,553,11.5,1
2164,3,*2013,Michigan State,Big Ten,JR,WR,12,18,299,16.6,3,2,2,1.0,0,20,301,15.1,3
2165,4,*2014,Michigan State,Big Ten,SR,WR,12,26,495,19.0,3,6,85,14.2,1,32,580,18.1,4
2166,5,Career,Michigan State,,,,,88,1348,15.3,7,14,125,8.9,1,102,1473,14.4,8
2167,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2168,1,*2010,Missouri,Big 12,FR,RB,12,2,5,2.5,0,22,181,8.2,2,24,186,7.8,2
2169,2,2012,Missouri,SEC,SO,RB,12,9,22,2.4,0,46,251,5.5,1,55,273,5.0,1
2170,3,*2013,Missouri,SEC,JR,HB,14,11,79,7.2,1,92,601,6.5,9,103,680,6.6,10
2171,4,*2014,Missouri,SEC,SR,HB,14,28,212,7.6,1,177,924,5.2,4,205,1136,5.5,5
2172,5,Career,Missouri,,,,,50,318,6.4,2,337,1957,5.8,16,387,2275,5.9,18
2173,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2174,1,*2011,Florida State,ACC,FR,TE,13,12,164,13.7,1,,,,,12,164,13.7,1
2175,2,*2012,Florida State,ACC,SO,TE,13,21,252,12.0,3,,,,,21,252,12.0,3
2176,3,*2013,Florida State,ACC,JR,TE,12,33,557,16.9,7,0,0,,0,33,557,16.9,7
2177,4,*2014,Florida State,ACC,SR,TE,13,48,618,12.9,6,0,0,,1,48,618,12.9,7
2178,5,Career,Florida State,,,,,114,1591,14.0,17,0,0,,1,114,1591,14.0,18
2179,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2180,1,*2011,Louisville,Big East,,WR,11,18,291,16.2,6,,,,,18,291,16.2,6
2181,2,*2012,Louisville,Big East,SO,WR,13,40,744,18.6,10,,,,,40,744,18.6,10
2182,3,*2013,Louisville,American,JR,WR,12,55,885,16.1,12,0,0,,0,55,885,16.1,12
2183,4,*2014,Louisville,ACC,SR,WR,6,43,855,19.9,5,0,0,,0,43,855,19.9,5
2184,5,Career,Louisville,,,,,156,2775,17.8,33,0,0,,0,156,2775,17.8,33
2185,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2186,1,*2012,UCF,CUSA,FR,WR,14,26,388,14.9,3,,,,,26,388,14.9,3
2187,2,*2013,UCF,American,SO,WR,12,39,811,20.8,4,0,0,,0,39,811,20.8,4
2188,3,*2014,UCF,American,JR,WR,13,50,1044,20.9,9,1,0,0.0,0,51,1044,20.5,9
2189,4,Career,UCF,,,,,115,2243,19.5,16,1,0,0.0,0,116,2243,19.3,16
2190,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2191,1,*2011,Baylor,Big 12,FR,QB,6,,,,,4,15,3.8,0,4,15,3.8,0
2192,2,*2012,Baylor,Big 12,SO,QB,6,,,,,10,13,1.3,1,10,13,1.3,1
2193,3,*2013,Baylor,Big 12,JR,QB,13,0,0,,0,94,209,2.2,14,94,209,2.2,14
2194,4,*2014,Baylor,Big 12,SR,QB,12,0,0,,0,84,101,1.2,6,84,101,1.2,6
2195,5,Career,Baylor,,,,,0,0,,0,192,338,1.8,21,192,338,1.8,21
2196,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2197,1,*2012,Mississippi State,SEC,FR,RB,12,3,8,2.7,0,55,335,6.1,1,58,343,5.9,1
2198,2,*2013,Mississippi State,SEC,SO,RB,13,12,115,9.6,0,78,459,5.9,3,90,574,6.4,3
2199,3,*2014,Mississippi State,SEC,JR,RB,13,28,370,13.2,1,190,1203,6.3,11,218,1573,7.2,12
2200,4,Career,Mississippi State,,,,,43,493,11.5,1,323,1997,6.2,15,366,2490,6.8,16
2201,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2202,1,*2013,Georgia Tech,ACC,JR,WR,12,21,345,16.4,4,1,12,12.0,0,22,357,16.2,4
2203,2,*2014,Georgia Tech,ACC,SR,WR,10,35,715,20.4,7,3,103,34.3,1,38,818,21.5,8
2204,3,Career,Georgia Tech,,,,,56,1060,18.9,11,4,115,28.8,1,60,1175,19.6,12
2205,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2206,1,*2011,Ohio State,Big Ten,FR,WR,13,14,294,21.0,4,,,,,14,294,21.0,4
2207,2,2012,Ohio State,Big Ten,SO,WR,12,30,618,20.6,6,1,2,2.0,0,31,620,20.0,6
2208,3,*2013,Ohio State,Big Ten,JR,WR,14,44,660,15.0,8,0,0,,0,44,660,15.0,8
2209,4,*2014,Ohio State,Big Ten,SR,WR,14,33,931,28.2,12,0,0,,0,33,931,28.2,12
2210,5,Career,Ohio State,,,,,121,2503,20.7,30,1,2,2.0,0,122,2505,20.5,30
2211,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2212,1,*2013,Arizona State,Pac-12,SO,WR,14,75,1122,15.0,7,0,0,,0,75,1122,15.0,7
2213,2,*2014,Arizona State,Pac-12,JR,WR,12,82,1165,14.2,10,0,0,,0,82,1165,14.2,10
2214,3,Career,Arizona State,,,,,157,2287,14.6,17,0,0,,0,157,2287,14.6,17
2215,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2216,1,2011,USC,Pac-12,FR,TE,12,26,273,10.5,5,,,,,26,273,10.5,5
2217,2,*2012,USC,Pac-12,SO,TE,12,12,100,8.3,4,,,,,12,100,8.3,4
2218,3,*2013,USC,Pac-12,SR,TE,5,6,78,13.0,1,0,0,,0,6,78,13.0,1
2219,4,*2014,USC,Pac-12,SR,TE,9,21,197,9.4,2,0,0,,0,21,197,9.4,2
2220,5,Career,USC,,,,,65,648,10.0,12,0,0,,0,65,648,10.0,12
2221,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2222,1,2011,Miami (FL),ACC,FR,TE,12,18,172,9.6,1,,,,,18,172,9.6,1
2223,2,2012,Miami (FL),ACC,SO,TE,12,25,451,18.0,4,,,,,25,451,18.0,4
2224,3,*2013,Miami (FL),ACC,JR,TE,12,34,454,13.4,2,0,0,,0,34,454,13.4,2
2225,4,*2014,Miami (FL),ACC,SR,TE,11,44,676,15.4,7,0,0,,0,44,676,15.4,7
2226,5,Career,Miami (FL),,,,,121,1753,14.5,14,0,0,,0,121,1753,14.5,14
2227,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2228,1,*2012,Georgia Tech,ACC,SO,WR,14,8,162,20.3,0,,,,,8,162,20.3,0
2229,2,*2013,Georgia Tech,ACC,SO,WR,9,17,367,21.6,3,0,0,,0,17,367,21.6,3
2230,3,*2014,Georgia Tech,ACC,SR,WR,10,26,442,17.0,6,0,0,,0,26,442,17.0,6
2231,4,Career,Georgia Tech,,,,,51,971,19.0,9,0,0,,0,51,971,19.0,9
2232,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2233,1,2013,West Virginia,Big 12,JR,WR,10,35,507,14.5,5,0,0,,0,35,507,14.5,5
2234,2,*2014,West Virginia,Big 12,SR,WR,13,109,1447,13.3,10,0,0,,0,109,1447,13.3,10
2235,3,Career,West Virginia,,,,,144,1954,13.6,15,0,0,,0,144,1954,13.6,15
2236,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2237,1,*2011,Florida State,ACC,FR,DB,12,,,,,,,,,0,0,,0
2238,2,*2012,Florida State,ACC,SO,DB,13,,,,,,,,,0,0,,0
2239,3,*2013,Florida State,ACC,SO,DB,14,8,63,7.9,0,91,730,8.0,11,99,793,8.0,11
2240,4,*2014,Florida State,ACC,SR,RB,12,29,265,9.1,1,150,689,4.6,11,179,954,5.3,12
2241,5,Career,Florida State,,,,,37,328,8.9,1,241,1419,5.9,22,278,1747,6.3,23
2242,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2243,1,2013,Minnesota,Big Ten,FR,TE,11,25,417,16.7,5,1,7,7.0,0,26,424,16.3,5
2244,2,*2014,Minnesota,Big Ten,SO,TE,12,36,569,15.8,8,0,0,,0,36,569,15.8,8
2245,3,Career,Minnesota,,,,,61,986,16.2,13,1,7,7.0,0,62,993,16.0,13
2246,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2247,1,*2013,Florida State,ACC,FR,QB,14,0,0,,0,88,219,2.5,4,88,219,2.5,4
2248,2,*2014,Florida State,ACC,SO,QB,13,0,0,,0,57,65,1.1,3,57,65,1.1,3
2249,3,Career,Florida State,,,,,0,0,,0,145,284,2.0,7,145,284,2.0,7
2250,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2251,1,*2012,Alabama,SEC,FR,RB,14,11,131,11.9,1,175,1108,6.3,12,186,1239,6.7,13
2252,2,*2013,Alabama,SEC,,RB,12,20,183,9.2,0,207,1235,6.0,14,227,1418,6.2,14
2253,3,*2014,Alabama,SEC,JR,RB,13,15,180,12.0,1,194,979,5.0,11,209,1159,5.5,12
2254,4,Career,Alabama,,,,,46,494,10.7,2,576,3322,5.8,37,622,3816,6.1,39
2255,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2256,1,*2010,Wisconsin,Big Ten,FR,WR,13,20,289,14.5,3,3,27,9.0,0,23,316,13.7,3
2257,2,*2011,Wisconsin,Big Ten,SO,WR,14,55,933,17.0,8,11,62,5.6,0,66,995,15.1,8
2258,3,*2012,Wisconsin,Big Ten,JR,WR,13,49,837,17.1,5,8,83,10.4,0,57,920,16.1,5
2259,4,*2013,Wisconsin,Big Ten,SR,WR,13,78,1081,13.9,7,6,119,19.8,2,84,1200,14.3,9
2260,5,Career,Wisconsin,,,,,202,3140,15.5,23,28,291,10.4,2,230,3431,14.9,25
2261,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2262,1,*2012,Fresno State,MWC,FR,WR,13,102,1312,12.9,14,,,,,102,1312,12.9,14
2263,2,*2013,Fresno State,MWC,SO,WR,13,131,1719,13.1,24,0,0,,0,131,1719,13.1,24
2264,3,Career,Fresno State,,,,,233,3031,13.0,38,0,0,,0,233,3031,13.0,38
2265,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2266,1,2011,Texas Tech,Big 12,FR,TE,12,7,57,8.1,2,,,,,7,57,8.1,2
2267,2,*2012,Texas Tech,Big 12,SO,TE,7,25,409,16.4,4,,,,,25,409,16.4,4
2268,3,*2013,Texas Tech,Big 12,JR,TE,13,106,1352,12.8,7,0,0,,0,106,1352,12.8,7
2269,4,Career,Texas Tech,,,,,138,1818,13.2,13,0,0,,0,138,1818,13.2,13
2270,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2271,1,2009,Kent State,MAC,FR,RB,11,19,231,12.2,3,58,246,4.2,1,77,477,6.2,4
2272,2,2010,Kent State,MAC,SO,RB,12,16,75,4.7,1,40,140,3.5,1,56,215,3.8,2
2273,3,*2012,Kent State,MAC,JR,RB,14,39,561,14.4,4,159,1429,9.0,16,198,1990,10.1,20
2274,4,2013,Kent State,MAC,SR,RB,10,25,327,13.1,4,68,527,7.8,6,93,854,9.2,10
2275,5,Career,Kent State,,,,,99,1194,12.1,12,325,2342,7.2,24,424,3536,8.3,36
2276,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2277,1,*2012,Florida State,ACC,FR,WR,14,30,495,16.5,4,2,33,16.5,0,32,528,16.5,4
2278,2,*2013,Florida State,ACC,SO,WR,14,54,1011,18.7,15,0,0,,0,54,1011,18.7,15
2279,3,Career,Florida State,,,,,84,1506,17.9,19,2,33,16.5,0,86,1539,17.9,19
2280,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2281,1,2012,Massachusetts,MAC,JR,TE,10,43,464,10.8,2,,,,,43,464,10.8,2
2282,2,2013,Massachusetts,MAC,SR,TE,5,27,313,11.6,3,1,3,3.0,0,28,316,11.3,3
2283,3,Career,Massachusetts,,,,,70,777,11.1,5,1,3,3.0,0,71,780,11.0,5
2284,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2285,1,*2010,LSU,SEC,,RB,11,1,1,1.0,0,20,101,5.1,1,21,102,4.9,1
2286,2,*2011,LSU,SEC,SO,RB,13,3,-3,-1.0,0,78,539,6.9,7,81,536,6.6,7
2287,3,*2012,LSU,SEC,JR,RB,4,7,45,6.4,0,40,270,6.8,2,47,315,6.7,2
2288,4,*2013,LSU,SEC,SR,RB,13,5,62,12.4,0,71,343,4.8,1,76,405,5.3,1
2289,5,Career,LSU,,,,,16,105,6.6,0,209,1253,6.0,11,225,1358,6.0,11
2290,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2291,1,2011,UCF,CUSA,FR,QB,10,,,,,21,4,0.2,1,21,4,0.2,1
2292,2,*2012,UCF,CUSA,SO,QB,14,1,-3,-3.0,0,87,285,3.3,8,88,282,3.2,8
2293,3,*2013,UCF,American,JR,QB,13,0,0,,0,87,272,3.1,6,87,272,3.1,6
2294,4,Career,UCF,,,,,1,-3,-3.0,0,195,561,2.9,15,196,558,2.8,15
2295,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2296,1,*2010,Clemson,ACC,FR,QB,7,,,,,23,33,1.4,1,23,33,1.4,1
2297,2,*2011,Clemson,ACC,SO,QB,14,,,,,142,218,1.5,5,142,218,1.5,5
2298,3,*2012,Clemson,ACC,JR,QB,13,,,,,186,514,2.8,10,186,514,2.8,10
2299,4,*2013,Clemson,ACC,SR,QB,13,0,0,,0,154,400,2.6,10,154,400,2.6,10
2300,5,Career,Clemson,,,,,0,0,,0,505,1165,2.3,26,505,1165,2.3,26
2301,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2302,1,*2011,Louisville,Big East,FR,QB,13,,,,,89,66,0.7,4,89,66,0.7,4
2303,2,*2012,Louisville,Big East,SO,QB,13,,,,,74,26,0.4,1,74,26,0.4,1
2304,3,*2013,Louisville,American,JR,QB,13,0,0,,0,63,78,1.2,1,63,78,1.2,1
2305,4,Career,Louisville,,,,,0,0,,0,226,170,0.8,6,226,170,0.8,6
2306,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2307,1,*2011,Clemson,ACC,FR,WR,14,9,221,24.6,2,,,,,9,221,24.6,2
2308,2,*2012,Clemson,ACC,SO,WR,10,10,305,30.5,4,1,17,17.0,0,11,322,29.3,4
2309,3,*2013,Clemson,ACC,JR,WR,13,42,828,19.7,7,0,0,,0,42,828,19.7,7
2310,4,Career,Clemson,,,,,61,1354,22.2,13,1,17,17.0,0,62,1371,22.1,13
2311,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2312,1,2010,Wake Forest,ACC,FR,WR,12,10,107,10.7,0,29,123,4.2,1,39,230,5.9,1
2313,2,*2011,Wake Forest,ACC,SO,WR,12,73,833,11.4,2,2,23,11.5,0,75,856,11.4,2
2314,3,2012,Wake Forest,ACC,JR,WR,10,79,763,9.7,6,16,82,5.1,1,95,845,8.9,7
2315,4,2013,Wake Forest,ACC,SR,WR,8,67,803,12.0,6,4,10,2.5,0,71,813,11.5,6
2316,5,Career,Wake Forest,,,,,229,2506,10.9,14,51,238,4.7,2,280,2744,9.8,16
2317,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2318,1,2011,Arizona,Pac-12,FR,RB,11,15,203,13.5,2,91,425,4.7,6,106,628,5.9,8
2319,2,*2012,Arizona,Pac-12,SO,RB,13,36,303,8.4,1,303,1929,6.4,23,339,2232,6.6,24
2320,3,*2013,Arizona,Pac-12,JR,RB,12,26,173,6.7,1,349,1885,5.4,19,375,2058,5.5,20
2321,4,Career,Arizona,,,,,77,679,8.8,4,743,4239,5.7,48,820,4918,6.0,52
2322,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2323,1,*2009,Fresno State,WAC,FR,QB,5,,,,,1,0,0.0,0,1,0,0.0,0
2324,2,2011,Fresno State,WAC,SO,QB,13,1,-1,-1.0,0,57,72,1.3,3,58,71,1.2,3
2325,3,*2012,Fresno State,MWC,JR,QB,13,,,,,66,1,0.0,0,66,1,0.0,0
2326,4,*2013,Fresno State,MWC,SR,QB,13,0,0,,0,40,117,2.9,2,40,117,2.9,2
2327,5,Career,Fresno State,,,,,1,-1,-1.0,0,164,190,1.2,5,165,189,1.1,5
2328,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2329,1,2011,Oregon State,Pac-12,FR,WR,12,31,391,12.6,3,10,41,4.1,0,41,432,10.5,3
2330,2,*2012,Oregon State,Pac-12,SO,WR,13,67,1151,17.2,5,19,82,4.3,0,86,1233,14.3,5
2331,3,*2013,Oregon State,Pac-12,JR,WR,13,128,1730,13.5,16,32,217,6.8,2,160,1947,12.2,18
2332,4,Career,Oregon State,,,,,226,3272,14.5,24,61,340,5.6,2,287,3612,12.6,26
2333,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
2334,1,2010,Texas,Big 12,FR,WR,11,47,478,10.2,2,3,-6,-2.0,0,50,472,9.4,2
